protocol,domain,period,org,party
DNS,neu.edu,600,neu.edu,2
UDP,47.89.254.70,600,254.70,2
UDP,120.78.73.68,600,73.68,3
UDP,47.52.135.94,600,135.94,2
UDP,118.190.203.65,600,203.65,3
TCP,47.52.135.94,35,135.94,2
TCP,120.78.73.68,35,73.68,3
TCP,47.89.254.70,35,254.70,2 
TCP,118.190.203.65,35,203.65,3
