Domain,Flow
device-metrics-us.amazon.com,9
dcape-na.amazon.com,3
device-messaging-na.amazon.com,2
todo-ta-g7g.amazon.com,1
softwareupdates.amazon.com,1
avs-alexa-4-na.amazon.com,1
wl.amazon-dss.com,1
d3p8zr0ffa9t17.cloudfront.net,1
dp-rsm-prod.amazon.com,1
