domain,count,org,party
device-metrics-us-2.amazon.com,10,"Amazon Technologies, Inc.",1
a1piwaqdydua5q.iot.us-east-1.amazonaws.com,7,amazonaws.com,1
api.amazon.com,4,amazon.com,1
softwareupdates.amazon.com,4,amazon.com,1
