domain,count,org,party
r-5ed42e69.kinesisvideo.us-west-2.amazonaws.com,17,amazonaws.com,2
esx1.fazey.org,15,"Domains By Proxy, LLC",3
m-72556905.kinesisvideo.us-west-2.amazonaws.com,14,amazonaws.com,2
c1ybkrkbr1j10x.credentials.iot.us-west-2.amazonaws.com,12,amazonaws.com,2
us-d-master-tutk.iotcplatform.com,6,"Domains By Proxy, LLC",3
wyze-membership-service.wyzecam.com,6,"Domains By Proxy, LLC",1
kinesisvideo.us-west-2.amazonaws.com,4,amazonaws.com,2
aws-iot.wyzecam.com,1,wyzecam.com,1
